# The index has the following fields:
#
#   ID: A unique id of the form 01234.567 that identifies a model 
#       01234 is unique for each combination of (Protein, Species), and 567 is unique 
#       for each combination of (Experiment, Experiment Details, Model ID),
#       In other words, 01234 identifies the protein 'version', whereas 567 identifies 
#       the model 'version' for that protein version.
#   Protein: The protein name, e.g. RBFOX1.
#   Type: Indicates whether the protein is considered an RBP, a TF, etc.
#   Species: The species name, e.g. Homo sapiens.
#   Family: The protein family, e.g. Homeodomain.
#   Class: The protein structural class, e.g. Zinc-coordinating.
#   Experiment: The technology used to measure the training data, e.g. ChIP-seq, HT-SELEX.
#   Experiment Details: A list of strings that describe how the experiment was configured,
#                       e.g. ["Cell Line=K562","Lab=Stanford"]
#   Model ID: A number/string that can be used to identify this model as distinct from 
#             other models for the same (Protein, Species, Experiment, Experiment Details),
#             e.g. if a new, better model was trained and therefore needs a new version ID.
#   Comments: 
#
#
ID	Protein	Type	Species	Family	Class	Experiment	Experiment Details	Model	Cite	Labels	Path	Comment
D00312.002	BHLHE41	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGTGCT20NCGG','Cycle=3','Batch=AD']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/BHLHE41_FL_TGTGCT20NCGG_3_AD	
D00312.003	BHLHE41	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGTGCT20NCGG','Cycle=4','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/BHLHE41_FL_TGTGCT20NCGG_4_AD	
D00313.001	BSX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGAA20NCG','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/BSX_DBD_TATGAA20NCG_2_Y	
D00313.002	BSX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGAA20NCG','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/BSX_DBD_TATGAA20NCG_3_Y	
D00313.003	BSX	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGAA20NCG','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/BSX_DBD_TATGAA20NCG_4_Y	
D00314.001	CART1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGCC20NGA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CART1_DBD_TGCGCC20NGA_2_Y	
D00314.002	CART1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGCC20NGA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CART1_DBD_TGCGCC20NGA_3_Y	
D00314.003	CART1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGCC20NGA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CART1_DBD_TGCGCC20NGA_4_Y	
D00315.001	CDX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCAACC20NCAA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CDX1_DBD_TCAACC20NCAA_2_Y	
D00315.002	CDX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCAACC20NCAA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CDX1_DBD_TCAACC20NCAA_3_Y	
D00315.003	CDX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCAACC20NCAA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CDX1_DBD_TCAACC20NCAA_4_Y	
D00316.001	CDX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TACTTG20NCG','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CDX2_DBD_TACTTG20NCG_2_Y	
D00316.002	CDX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TACTTG20NCG','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CDX2_DBD_TACTTG20NCG_3_Y	
D00316.003	CDX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TACTTG20NCG','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CDX2_DBD_TACTTG20NCG_4_Y	
D00001.002	Cebpb	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TCCTAA20NATC','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/Cebpb_DBD_TCCTAA20NATC_2_Z	
D00001.003	Cebpb	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TCCTAA20NATC','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Cebpb_DBD_TCCTAA20NATC_3_Z	
D00001.004	Cebpb	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TCCTAA20NATC','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Cebpb_DBD_TCCTAA20NATC_4_Z	
D00317.001	CEBPB	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGACA20NGA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CEBPB_DBD_TGGACA20NGA_2_W	
D00317.002	CEBPB	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGACA20NGA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPB_DBD_TGGACA20NGA_3_W	
D00317.003	CEBPB	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGACA20NGA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CEBPB_DBD_TGGACA20NGA_4_W	
D00317.004	CEBPB	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TCAACC20NCAA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPB_FL_TCAACC20NCAA_2_W	
D00317.005	CEBPB	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TCAACC20NCAA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPB_FL_TCAACC20NCAA_3_W	
D00317.006	CEBPB	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TCAACC20NCAA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CEBPB_FL_TCAACC20NCAA_4_W	
D00318.001	CEBPD	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAATGA20NCG','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CEBPD_DBD_TAATGA20NCG_2_Y	
D00318.002	CEBPD	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAATGA20NCG','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CEBPD_DBD_TAATGA20NCG_3_Y	
D00318.003	CEBPD	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAATGA20NCG','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPD_DBD_TAATGA20NCG_4_Y	
D00319.001	CEBPE	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGAGGC20NGA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CEBPE_DBD_TGAGGC20NGA_2_W	
D00319.002	CEBPE	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGAGGC20NGA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPE_DBD_TGAGGC20NGA_3_W	
D00319.003	CEBPE	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGAGGC20NGA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CEBPE_DBD_TGAGGC20NGA_4_W	
D00320.001	CEBPG	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAGACG20NTA','Cycle=2','Batch=Q']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CEBPG_DBD_TAGACG20NTA_2_Q	
D00320.002	CEBPG	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAGACG20NTA','Cycle=3','Batch=Q']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPG_DBD_TAGACG20NTA_3_Q	
D00320.003	CEBPG	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAGACG20NTA','Cycle=4','Batch=Q']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPG_DBD_TAGACG20NTA_4_Q	
D00320.004	CEBPG	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAGACG20NTA','Cycle=5','Batch=Q']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPG_DBD_TAGACG20NTA_5_Q	
D00320.005	CEBPG	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAAAAT20NCG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CEBPG_FL_TAAAAT20NCG_2_AC	
D00320.006	CEBPG	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAAAAT20NCG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPG_FL_TAAAAT20NCG_3_AC	
D00320.007	CEBPG	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAAAAT20NCG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CEBPG_FL_TAAAAT20NCG_4_AC	
D00321.001	CENPB	TF	Homo sapiens	CENPB		SELEX	['CloneType=FL','Primer=TGCTGT20NGTC','Cycle=2','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CENPB_FL_TGCTGT20NGTC_2_AD	
D00321.002	CENPB	TF	Homo sapiens	CENPB		SELEX	['CloneType=FL','Primer=TGCTGT20NGTC','Cycle=3','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CENPB_FL_TGCTGT20NGTC_3_AD	
D00321.003	CENPB	TF	Homo sapiens	CENPB		SELEX	['CloneType=FL','Primer=TGCTGT20NGTC','Cycle=4','Batch=AD']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CENPB_FL_TGCTGT20NGTC_4_AD	
D00322.001	CLOCK	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGAGAT20NAGA','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CLOCK_DBD_TGAGAT20NAGA_2_Z	
D00322.002	CLOCK	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGAGAT20NAGA','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CLOCK_DBD_TGAGAT20NAGA_3_Z	
D00322.003	CLOCK	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGAGAT20NAGA','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CLOCK_DBD_TGAGAT20NAGA_4_Z	
D00323.001	CPEB1	TF	Homo sapiens			SELEX	['CloneType=FL','Primer=TAACCC20NCG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CPEB1_FL_TAACCC20NCG_2_AC	
D00323.002	CPEB1	TF	Homo sapiens			SELEX	['CloneType=FL','Primer=TAACCC20NCG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CPEB1_FL_TAACCC20NCG_3_AC	
D00323.003	CPEB1	TF	Homo sapiens			SELEX	['CloneType=FL','Primer=TAACCC20NCG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CPEB1_FL_TAACCC20NCG_4_AC	
D00324.001	CREB3L1	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAAACA20NCAA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CREB3L1_DBD_TAAACA20NCAA_2_Y	
D00324.002	CREB3L1	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAAACA20NCAA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CREB3L1_DBD_TAAACA20NCAA_3_Y	
D00324.003	CREB3L1	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAAACA20NCAA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CREB3L1_DBD_TAAACA20NCAA_4_Y	
D00324.004	CREB3L1	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAGAGT20NCG','Cycle=2','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CREB3L1_FL_TAGAGT20NCG_2_AD	
D00324.005	CREB3L1	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAGAGT20NCG','Cycle=3','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CREB3L1_FL_TAGAGT20NCG_3_AD	
D00324.006	CREB3L1	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAGAGT20NCG','Cycle=4','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CREB3L1_FL_TAGAGT20NCG_4_AD	
D00325.001	Creb3l2	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TAACGG20NGCA','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Creb3l2_DBD_TAACGG20NGCA_2_Z	
D00325.002	Creb3l2	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TAACGG20NGCA','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Creb3l2_DBD_TAACGG20NGCA_3_Z	
D00325.003	Creb3l2	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TAACGG20NGCA','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Creb3l2_DBD_TAACGG20NGCA_4_Z	
D00326.001	CREB3	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAGAAC20NCG','Cycle=2','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CREB3_FL_TAGAAC20NCG_2_AD	
D00326.002	CREB3	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAGAAC20NCG','Cycle=3','Batch=AD']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CREB3_FL_TAGAAC20NCG_3_AD	
D00326.003	CREB3	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TAGAAC20NCG','Cycle=4','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/CREB3_FL_TAGAAC20NCG_4_AD	
D00327.001	Creb5	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TATCGC20NCG','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Creb5_DBD_TATCGC20NCG_2_Z	
D00327.002	Creb5	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TATCGC20NCG','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Creb5_DBD_TATCGC20NCG_3_Z	
D00327.003	Creb5	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TATCGC20NCG','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Creb5_DBD_TATCGC20NCG_4_Z	
D00328.001	CTCF	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGCGA20NGCT','Cycle=2','Batch=AJ']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CTCF_FL_TAGCGA20NGCT_2_AJ	
D00328.002	CTCF	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGCGA20NGCT','Cycle=3','Batch=AJ']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CTCF_FL_TAGCGA20NGCT_3_AJ	
D00328.003	CTCF	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGCGA20NGCT','Cycle=4','Batch=AJ']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CTCF_FL_TAGCGA20NGCT_4_AJ	
D00329.001	CUX1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCAG40NACT','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CUX1_DBD_TAGCAG40NACT_2_AI	
D00329.002	CUX1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCAG40NACT','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CUX1_DBD_TAGCAG40NACT_3_AI	
D00329.003	CUX1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCAG40NACT','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CUX1_DBD_TAGCAG40NACT_4_AI	
D00329.004	CUX1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCAG40NACT','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CUX1_DBD_TAGCAG40NACT_5_AI	
D00329.005	CUX1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCAG40NACT','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CUX1_DBD_TAGCAG40NACT_6_AI	
D00330.001	CUX2	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCCT40NCCT','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CUX2_DBD_TAGCCT40NCCT_2_AI	
D00330.002	CUX2	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCCT40NCCT','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/CUX2_DBD_TAGCCT40NCCT_3_AI	
D00330.003	CUX2	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCCT40NCCT','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CUX2_DBD_TAGCCT40NCCT_4_AI	
D00330.004	CUX2	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCCT40NCCT','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CUX2_DBD_TAGCCT40NCCT_5_AI	
D00330.005	CUX2	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCCT40NCCT','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/CUX2_DBD_TAGCCT40NCCT_6_AI	
D00022.002	Dbp	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TAAATG20NCG','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Dbp_DBD_TAAATG20NCG_2_Z	
D00022.003	Dbp	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TAAATG20NCG','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Dbp_DBD_TAAATG20NCG_3_Z	
D00022.004	Dbp	TF	Mus musculus	bZIP		SELEX	['CloneType=DBD','Primer=TAAATG20NCG','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Dbp_DBD_TAAATG20NCG_4_Z	
D00331.001	DBP	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAACTT20NCG','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/DBP_DBD_TAACTT20NCG_2_W	
D00331.002	DBP	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAACTT20NCG','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/DBP_DBD_TAACTT20NCG_3_W	
D00331.003	DBP	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TAACTT20NCG','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/DBP_DBD_TAACTT20NCG_4_W	
D00331.004	DBP	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TGCGGG20NGGC','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/DBP_FL_TGCGGG20NGGC_2_AE	
D00331.005	DBP	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TGCGGG20NGGC','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/DBP_FL_TGCGGG20NGGC_3_AE	
D00331.006	DBP	TF	Homo sapiens	bZIP		SELEX	['CloneType=FL','Primer=TGCGGG20NGGC','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/DBP_FL_TGCGGG20NGGC_4_AE	
D00332.001	DLX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTGA20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/DLX1_DBD_TCTTGA20NGA_2_AC	
D00332.002	DLX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTGA20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/DLX1_DBD_TCTTGA20NGA_3_AC	
D00332.003	DLX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTGA20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/DLX1_DBD_TCTTGA20NGA_4_AC	
D00333.001	Dlx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAGAT20NCG','Cycle=2','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/Dlx1_DBD_TGAGAT20NCG_2_P	
D00333.002	Dlx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAGAT20NCG','Cycle=3','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Dlx1_DBD_TGAGAT20NCG_3_P	
D00333.003	Dlx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAGAT20NCG','Cycle=4','Batch=P']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Dlx1_DBD_TGAGAT20NCG_4_P	
D00333.004	Dlx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TGAGAT20NCG','Cycle=5','Batch=P']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Dlx1_DBD_TGAGAT20NCG_5_P	
D00334.001	Dlx2	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGCCA20NCCT','Cycle=2','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Dlx2_DBD_TCGCCA20NCCT_2_AA	
D00334.002	Dlx2	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGCCA20NCCT','Cycle=3','Batch=AA']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Dlx2_DBD_TCGCCA20NCCT_3_AA	
D00334.003	Dlx2	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCGCCA20NCCT','Cycle=4','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Dlx2_DBD_TCGCCA20NCCT_4_AA	
D00335.001	DLX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TTCATG20NTA','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/DLX2_DBD_TTCATG20NTA_2_AF	
D00335.002	DLX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TTCATG20NTA','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/DLX2_DBD_TTCATG20NTA_3_AF	
D00335.003	DLX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TTCATG20NTA','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/DLX2_DBD_TTCATG20NTA_4_AF	
D00336.001	DLX3	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGTT20NCG','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/DLX3_DBD_TATGTT20NCG_2_Y	
